idx,audio_path,emotion,full_transcription,text_segments,audio_duration,audio_sequence_length,frames_per_text_segment,num_text_segments
120,hidden_state_120.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
121,hidden_state_121.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
122,hidden_state_122.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
123,hidden_state_123.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
124,hidden_state_124.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
125,hidden_state_125.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
126,hidden_state_126.pt,sadness,This is a sadness emotion sample,"[""sadness segment 1"", ""sadness segment 2"", ""sadness segment 3"", ""sadness segment 4"", ""sadness segment 5"", ""sadness segment 6"", ""sadness segment 7""]",3.0,399,57,7
127,hidden_state_127.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
128,hidden_state_128.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
129,hidden_state_129.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
130,hidden_state_130.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
131,hidden_state_131.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
132,hidden_state_132.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
133,hidden_state_133.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
134,hidden_state_134.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
135,hidden_state_135.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
136,hidden_state_136.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
137,hidden_state_137.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
138,hidden_state_138.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
139,hidden_state_139.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
140,hidden_state_140.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
141,hidden_state_141.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
142,hidden_state_142.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
143,hidden_state_143.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
144,hidden_state_144.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
145,hidden_state_145.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
146,hidden_state_146.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
147,hidden_state_147.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
148,hidden_state_148.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
149,hidden_state_149.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
150,hidden_state_150.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
151,hidden_state_151.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
152,hidden_state_152.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
153,hidden_state_153.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
154,hidden_state_154.pt,sadness,This is a sadness emotion sample,"[""sadness segment 1"", ""sadness segment 2"", ""sadness segment 3"", ""sadness segment 4"", ""sadness segment 5"", ""sadness segment 6"", ""sadness segment 7""]",3.0,399,57,7
155,hidden_state_155.pt,sadness,This is a sadness emotion sample,"[""sadness segment 1"", ""sadness segment 2"", ""sadness segment 3"", ""sadness segment 4"", ""sadness segment 5"", ""sadness segment 6"", ""sadness segment 7""]",3.0,399,57,7
156,hidden_state_156.pt,sadness,This is a sadness emotion sample,"[""sadness segment 1"", ""sadness segment 2"", ""sadness segment 3"", ""sadness segment 4"", ""sadness segment 5"", ""sadness segment 6"", ""sadness segment 7""]",3.0,399,57,7
157,hidden_state_157.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
158,hidden_state_158.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
159,hidden_state_159.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
160,hidden_state_160.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
161,hidden_state_161.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
162,hidden_state_162.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
163,hidden_state_163.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
164,hidden_state_164.pt,fear,This is a fear emotion sample,"[""fear segment 1"", ""fear segment 2"", ""fear segment 3"", ""fear segment 4"", ""fear segment 5"", ""fear segment 6"", ""fear segment 7""]",3.0,399,57,7
165,hidden_state_165.pt,disgust,This is a disgust emotion sample,"[""disgust segment 1"", ""disgust segment 2"", ""disgust segment 3"", ""disgust segment 4"", ""disgust segment 5"", ""disgust segment 6"", ""disgust segment 7""]",3.0,399,57,7
166,hidden_state_166.pt,fear,This is a fear emotion sample,"[""fear segment 1"", ""fear segment 2"", ""fear segment 3"", ""fear segment 4"", ""fear segment 5"", ""fear segment 6"", ""fear segment 7""]",3.0,399,57,7
167,hidden_state_167.pt,fear,This is a fear emotion sample,"[""fear segment 1"", ""fear segment 2"", ""fear segment 3"", ""fear segment 4"", ""fear segment 5"", ""fear segment 6"", ""fear segment 7""]",3.0,399,57,7
168,hidden_state_168.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
169,hidden_state_169.pt,sadness,This is a sadness emotion sample,"[""sadness segment 1"", ""sadness segment 2"", ""sadness segment 3"", ""sadness segment 4"", ""sadness segment 5"", ""sadness segment 6"", ""sadness segment 7""]",3.0,399,57,7
170,hidden_state_170.pt,surprise,This is a surprise emotion sample,"[""surprise segment 1"", ""surprise segment 2"", ""surprise segment 3"", ""surprise segment 4"", ""surprise segment 5"", ""surprise segment 6"", ""surprise segment 7""]",3.0,399,57,7
171,hidden_state_171.pt,joy,This is a joy emotion sample,"[""joy segment 1"", ""joy segment 2"", ""joy segment 3"", ""joy segment 4"", ""joy segment 5"", ""joy segment 6"", ""joy segment 7""]",3.0,399,57,7
172,hidden_state_172.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
173,hidden_state_173.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
174,hidden_state_174.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
175,hidden_state_175.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
176,hidden_state_176.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
177,hidden_state_177.pt,disgust,This is a disgust emotion sample,"[""disgust segment 1"", ""disgust segment 2"", ""disgust segment 3"", ""disgust segment 4"", ""disgust segment 5"", ""disgust segment 6"", ""disgust segment 7""]",3.0,399,57,7
178,hidden_state_178.pt,sadness,This is a sadness emotion sample,"[""sadness segment 1"", ""sadness segment 2"", ""sadness segment 3"", ""sadness segment 4"", ""sadness segment 5"", ""sadness segment 6"", ""sadness segment 7""]",3.0,399,57,7
179,hidden_state_179.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
180,hidden_state_180.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
181,hidden_state_181.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
182,hidden_state_182.pt,sadness,This is a sadness emotion sample,"[""sadness segment 1"", ""sadness segment 2"", ""sadness segment 3"", ""sadness segment 4"", ""sadness segment 5"", ""sadness segment 6"", ""sadness segment 7""]",3.0,399,57,7
183,hidden_state_183.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
184,hidden_state_184.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
185,hidden_state_185.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
186,hidden_state_186.pt,sadness,This is a sadness emotion sample,"[""sadness segment 1"", ""sadness segment 2"", ""sadness segment 3"", ""sadness segment 4"", ""sadness segment 5"", ""sadness segment 6"", ""sadness segment 7""]",3.0,399,57,7
187,hidden_state_187.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
188,hidden_state_188.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
189,hidden_state_189.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
190,hidden_state_190.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
191,hidden_state_191.pt,anger,This is a anger emotion sample,"[""anger segment 1"", ""anger segment 2"", ""anger segment 3"", ""anger segment 4"", ""anger segment 5"", ""anger segment 6"", ""anger segment 7""]",3.0,399,57,7
192,hidden_state_192.pt,neutral,This is a neutral emotion sample,"[""neutral segment 1"", ""neutral segment 2"", ""neutral segment 3"", ""neutral segment 4"", ""neutral segment 5"", ""neutral segment 6"", ""neutral segment 7""]",3.0,399,57,7
